id,dia_0,dia_1,dia_2,dia_3,dia_4,miembros
3788,73,11,28,24,96,6
3789,11,17,23,78,87,4
3790,82,3,46,31,1,2
3791,59,43,36,32,5,5
3792,77,3,68,96,2,8
3793,43,53,32,1,39,6
3794,47,17,54,7,39,4
3795,20,86,19,1,39,8
3796,96,86,24,8,31,8
3797,13,39,1,88,8,4
3798,89,52,31,20,34,6
3799,4,47,12,24,21,2
3800,19,80,78,12,31,4
3801,23,10,31,57,59,5
3802,36,68,24,80,89,3
3803,60,95,82,22,81,2
3804,56,79,28,60,61,7
3805,27,1,82,26,45,4
3806,81,55,7,17,38,6
3807,8,30,51,46,80,3
3808,33,53,12,52,30,5
3809,45,1,81,20,9,4
3810,45,85,18,24,11,2
3811,7,10,60,94,63,3
3812,31,96,10,61,1,4
3813,75,52,49,40,8,7
3814,54,1,97,3,46,4
3815,70,91,4,60,56,2
3816,35,12,59,2,39,3
3817,80,29,12,15,6,4
3818,80,45,17,2,34,5
3819,91,10,39,5,26,6
3820,59,60,87,38,45,3
3821,3,36,23,27,11,7
3822,40,12,35,68,1,4
3823,1,10,32,17,24,5
3824,59,46,72,26,3,5
3825,80,99,81,100,44,4
3826,60,76,56,40,17,2
3827,34,54,3,80,17,4
3828,87,46,25,85,22,3
3829,68,82,16,73,41,5
3830,8,94,42,18,46,3
3831,4,1,73,75,31,4
3832,53,27,1,16,65,3
3833,38,1,89,67,12,4
3834,3,47,9,94,6,4
3835,66,4,10,25,3,4
3836,41,17,24,1,88,5
3837,18,81,31,46,4,3
3838,63,2,45,23,34,2
3839,19,30,51,40,15,5
3840,35,10,19,32,29,4
3841,82,15,4,51,40,4
3842,27,5,11,17,50,5
3843,40,11,22,3,8,4
3844,85,40,80,27,75,4
3845,42,46,40,6,86,4
3846,17,80,96,7,1,6
3847,89,6,1,20,14,3
3848,24,74,29,60,1,3
3849,61,87,74,75,17,4
3850,11,56,10,2,1,6
3851,32,30,31,17,1,5
3852,34,3,87,22,29,5
3853,38,50,11,61,89,3
3854,7,1,100,18,60,4
3855,74,1,29,11,39,5
3856,10,90,11,1,23,5
3857,3,69,55,88,11,4
3858,10,49,47,23,44,3
3859,95,80,40,31,9,2
3860,60,29,98,10,13,4
3861,26,11,69,28,24,6
3862,41,11,24,59,47,2
3863,17,1,4,87,10,4
3864,25,17,94,76,1,6
3865,89,26,39,88,45,4
3866,10,82,74,84,12,4
3867,49,8,15,74,51,4
3868,1,32,75,18,53,5
3869,9,31,1,46,33,4
3870,29,59,45,12,75,4
3871,2,50,61,7,66,3
3872,16,38,10,78,33,5
3873,2,5,19,97,58,6
3874,60,34,94,52,32,6
3875,1,60,26,45,59,4
3876,28,81,1,17,59,3
3877,40,46,48,1,96,4
3878,91,67,3,45,58,7
3879,32,45,36,81,31,3
3880,6,33,40,17,5,4
3881,12,1,54,32,78,4
3882,81,39,26,63,17,2
3883,1,14,34,11,64,4
3884,58,19,49,89,74,4
3885,9,17,23,46,87,5
3886,63,74,88,17,32,3
3887,15,43,41,18,11,3
3888,30,59,25,81,3,3
3889,55,14,96,10,21,4
3890,1,68,55,35,82,5
3891,1,37,7,33,12,2
3892,96,82,81,19,2,3
3893,2,54,31,89,68,5
3894,27,26,100,25,59,6
3895,1,25,7,82,67,4
3896,20,5,58,33,52,4
3897,38,61,43,1,95,3
3898,60,18,27,59,87,7
3899,60,52,75,19,15,6
3900,49,33,20,67,1,5
3901,87,68,26,95,81,3
3902,45,88,1,52,18,5
3903,6,75,1,31,39,4
3904,94,25,26,20,82,4
3905,61,58,66,43,38,3
3906,94,64,18,3,73,5
3907,19,96,43,33,47,5
3908,1,92,33,55,5,3
3909,1,3,19,4,18,5
3910,49,39,46,4,45,4
3911,61,58,15,10,82,2
3912,5,22,11,46,54,3
3913,99,18,13,84,12,2
3914,68,12,1,16,45,4
3915,94,18,35,95,72,2
3916,46,5,45,47,25,6
3917,33,1,18,2,19,4
3918,60,52,46,17,81,7
3919,15,75,32,25,12,4
3920,31,90,5,24,96,3
3921,1,58,91,46,100,6
3922,51,32,50,47,4,4
3923,1,95,68,74,73,3
3924,45,22,9,1,41,4
3925,11,23,94,47,51,3
3926,39,40,96,33,73,3
3927,12,61,52,21,3,7
3928,37,27,67,12,11,4
3929,38,60,26,53,78,4
3930,32,87,75,88,45,5
3931,1,46,67,40,5,2
3932,90,18,19,80,4,7
3933,4,96,27,63,60,4
3934,42,48,11,6,4,4
3935,94,10,1,28,61,4
3936,54,17,47,95,68,3
3937,55,18,53,67,88,5
3938,20,47,59,45,44,4
3939,7,31,1,20,73,5
3940,12,29,87,15,1,4
3941,45,46,19,80,40,4
3942,10,32,40,1,87,5
3943,47,1,39,13,19,4
3944,1,24,45,73,31,3
3945,66,21,65,88,26,6
3946,29,44,42,1,80,4
3947,25,23,32,52,67,5
3948,59,94,24,10,1,2
3949,39,3,61,74,45,3
3950,32,40,1,14,55,7
3951,1,16,89,55,50,4
3952,31,11,12,39,59,4
3953,68,38,1,18,76,8
3954,23,24,68,57,80,3
3955,5,22,4,89,87,2
3956,32,77,53,52,40,8
3957,3,55,30,98,14,7
3958,2,26,59,1,42,4
3959,37,5,34,38,20,5
3960,15,24,61,51,39,2
3961,21,97,24,9,82,4
3962,81,39,60,6,43,2
3963,14,19,75,51,11,5
3964,18,47,10,44,31,4
3965,97,32,59,1,26,3
3966,42,40,76,35,89,7
3967,33,38,68,48,67,4
3968,7,48,59,18,45,2
3969,1,51,73,56,19,4
3970,82,11,48,52,98,4
3971,88,74,26,18,87,6
3972,80,5,40,39,14,4
3973,29,2,24,31,52,6
3974,17,1,14,18,79,3
3975,9,32,33,80,1,5
3976,43,59,24,54,33,4
3977,12,9,18,60,52,5
3978,5,33,23,97,62,3
3979,80,33,57,53,68,4
3980,45,1,52,73,87,3
3981,84,5,42,40,54,6
3982,7,42,12,59,77,3
3983,24,48,4,1,59,5
3984,47,51,64,26,1,3
3985,65,7,37,26,4,2
3986,50,33,18,66,44,4
3987,4,3,99,68,17,4
3988,21,59,61,30,73,5
3989,89,29,11,33,26,8
3990,89,87,66,67,32,7
3991,38,97,1,22,23,4
3992,46,18,1,37,10,2
3993,10,6,11,5,17,5
3994,26,1,17,80,81,4
3995,37,60,31,13,1,3
3996,92,80,89,54,13,3
3997,16,60,20,32,68,5
3998,17,18,33,31,19,2
3999,60,96,7,24,38,4
4000,68,5,38,1,42,4
4001,25,31,39,59,22,3
4002,39,18,75,68,6,5
4003,20,67,14,25,40,4
4004,52,5,23,40,24,7
4005,73,30,74,19,1,4
4006,4,5,39,1,40,5
4007,1,80,7,88,33,4
4008,64,83,80,1,94,2
4009,33,19,5,10,25,5
4010,39,11,54,52,30,5
4011,95,21,74,11,39,3
4012,49,89,5,40,98,7
4013,52,29,27,1,7,2
4014,67,54,33,39,26,4
4015,1,94,47,46,69,2
4016,99,39,25,28,3,2
4017,22,7,93,88,32,2
4018,7,60,73,68,74,3
4019,1,73,80,4,88,4
4020,8,15,24,28,5,7
4021,51,47,60,31,66,6
4022,77,17,80,73,18,4
4023,33,36,15,80,29,4
4024,75,85,67,2,93,2
4025,88,74,98,67,89,3
4026,88,82,24,22,28,2
4027,74,4,5,52,45,4
4028,67,74,50,23,10,6
4029,68,1,3,66,25,5
4030,54,59,17,95,52,6
4031,1,34,36,24,54,4
4032,45,13,61,4,51,4
4033,56,53,59,4,66,7
4034,88,52,95,77,1,6
4035,5,8,52,42,46,5
4036,1,33,41,40,60,4
4037,59,28,25,1,45,5
4038,60,65,7,35,80,6
4039,81,2,1,28,73,5
4040,11,34,1,17,7,3
4041,47,7,26,46,54,4
4042,44,25,12,24,31,2
4043,20,38,80,60,13,5
4044,21,5,31,14,60,3
4045,11,96,37,88,21,7
4046,32,95,10,96,33,7
4047,89,7,94,10,54,3
4048,42,83,1,61,79,6
4049,60,45,29,19,8,4
4050,11,47,41,8,29,5
4051,13,10,5,53,39,4
4052,61,95,30,10,5,7
4053,5,94,4,34,16,3
4054,51,82,1,17,48,4
4055,18,86,2,41,8,5
4056,68,45,61,24,76,3
4057,1,96,31,78,15,5
4058,48,39,32,1,78,4
4059,32,52,60,1,16,2
4060,13,49,76,66,51,5
4061,4,21,17,16,33,7
4062,75,59,52,1,70,3
4063,66,45,89,47,87,4
4064,8,85,25,54,91,5
4065,75,47,1,42,18,6
4066,87,60,32,2,26,4
4067,24,8,67,1,33,5
4068,3,88,47,32,81,3
4069,53,1,12,6,25,5
4070,48,1,67,46,26,3
4071,52,60,54,15,12,2
4072,25,60,40,12,1,5
4073,44,82,91,80,89,3
4074,26,33,11,68,17,2
4075,46,33,96,18,16,5
4076,80,73,10,66,1,2
4077,66,45,31,46,5,5
4078,45,50,80,7,31,8
4079,38,29,84,6,53,4
4080,52,35,73,66,34,4
4081,44,14,53,42,1,3
4082,96,25,59,19,30,2
4083,26,74,8,31,20,4
4084,11,31,3,65,57,5
4085,44,75,10,59,19,2
4086,26,76,70,49,90,2
4087,30,68,88,60,57,4
4088,24,94,58,1,68,4
4089,66,1,95,13,12,7
4090,5,7,11,45,82,4
4091,73,95,60,66,4,3
4092,73,95,14,6,52,5
4093,12,39,7,1,61,6
4094,4,29,28,32,12,6
4095,47,76,96,23,11,5
4096,52,73,40,12,82,7
4097,81,4,75,59,19,2
4098,5,81,17,87,31,3
4099,68,94,22,76,10,5
4100,39,53,16,17,24,6
4101,3,10,61,50,74,4
4102,9,54,10,4,6,3
4103,59,37,96,56,39,4
4104,75,32,89,1,59,4
4105,4,37,53,24,25,2
4106,67,47,12,68,32,4
4107,95,87,38,6,56,3
4108,68,14,12,94,13,5
4109,51,1,23,5,47,4
4110,11,39,75,96,24,5
4111,31,5,1,67,47,6
4112,2,35,59,96,5,4
4113,52,59,39,89,100,4
4114,29,14,27,81,52,4
4115,87,18,17,95,80,4
4116,17,51,26,18,56,3
4117,63,4,40,11,45,3
4118,14,32,26,6,38,6
4119,8,19,39,7,30,5
4120,12,67,58,60,31,2
4121,26,40,11,84,13,5
4122,44,38,1,34,24,2
4123,42,50,23,5,4,4
4124,94,19,25,52,96,4
4125,68,59,1,46,81,4
4126,1,11,94,89,7,7
4127,1,33,11,39,20,4
4128,22,35,24,18,4,5
4129,51,70,35,62,25,5
4130,14,24,55,2,35,4
4131,69,34,9,89,91,5
4132,91,21,95,52,45,4
4133,12,66,1,95,47,4
4134,95,47,5,55,54,4
4135,96,54,8,80,93,5
4136,32,49,6,43,61,2
4137,1,68,42,89,2,7
4138,27,52,19,61,10,4
4139,46,80,95,10,11,8
4140,33,26,82,40,57,4
4141,45,10,31,35,19,7
4142,81,18,67,22,1,4
4143,14,3,18,12,5,4
4144,21,12,75,87,1,3
4145,96,17,81,1,13,4
4146,19,68,35,40,5,5
4147,17,33,53,11,25,4
4148,41,73,1,89,25,6
4149,39,38,28,11,75,6
4150,33,47,67,87,25,4
4151,68,58,1,69,35,5
4152,51,81,12,96,56,6
4153,32,1,96,8,59,4
4154,19,13,1,45,37,2
4155,1,17,88,19,80,2
4156,1,94,36,69,58,3
4157,42,57,5,68,4,5
4158,28,1,18,94,15,5
4159,4,18,88,61,12,6
4160,66,96,67,36,82,3
4161,32,40,31,33,39,5
4162,61,25,66,24,8,3
4163,47,29,36,10,55,2
4164,90,96,1,20,59,5
4165,87,75,11,82,66,4
4166,76,81,38,22,49,2
4167,61,68,93,86,74,5
4168,61,45,26,98,44,6
4169,71,45,39,81,59,5
4170,13,82,57,53,95,5
4171,57,28,82,1,81,2
4172,80,53,42,18,59,3
4173,47,81,72,95,46,4
4174,31,33,32,20,38,4
4175,32,53,33,88,11,2
4176,38,14,39,53,10,4
4177,42,27,24,56,40,5
4178,19,17,39,58,80,4
4179,80,66,94,69,27,2
4180,2,87,26,58,53,3
4181,24,5,52,15,32,4
4182,47,45,16,24,9,4
4183,40,22,95,81,92,5
4184,61,4,19,1,51,3
4185,14,39,6,22,52,2
4186,14,73,36,1,84,5
4187,97,11,54,1,10,2
4188,10,8,23,95,38,2
4189,48,23,25,24,80,6
4190,33,87,5,38,2,3
4191,1,31,39,59,80,2
4192,62,11,22,54,82,5
4193,81,7,1,23,56,4
4194,56,88,27,1,38,8
4195,31,73,10,22,1,4
4196,24,3,53,5,11,6
4197,39,66,5,1,12,2
4198,12,67,24,45,94,5
4199,1,87,53,40,26,4
4200,55,18,25,40,33,4
4201,66,87,19,22,49,5
4202,45,16,38,94,25,5
4203,17,4,88,8,53,2
4204,24,46,5,29,6,6
4205,95,81,31,12,82,4
4206,68,34,7,46,75,4
4207,27,23,69,8,46,3
4208,47,1,10,15,95,4
4209,83,61,1,88,43,2
4210,67,10,16,44,87,4
4211,45,57,19,1,78,5
4212,96,23,74,47,26,3
4213,85,37,26,10,9,4
4214,81,96,5,68,71,2
4215,58,91,10,24,49,5
4216,4,3,18,46,67,4
4217,62,97,60,10,3,5
4218,59,25,51,4,10,2
4219,53,1,33,19,12,3
4220,20,19,75,61,45,5
4221,1,60,17,53,45,3
4222,43,48,2,41,46,5
4223,45,48,24,3,52,4
4224,5,1,45,86,89,7
4225,25,88,52,46,62,5
4226,88,32,25,31,49,7
4227,18,3,13,19,1,2
4228,87,67,44,60,66,3
4229,10,39,86,46,82,5
4230,7,67,1,59,35,2
4231,80,75,89,61,25,4
4232,81,42,37,1,40,3
4233,32,73,30,94,48,5
4234,21,81,29,82,34,2
4235,1,4,28,30,9,3
4236,38,73,24,1,45,4
4237,38,8,88,18,26,5
4238,26,88,60,3,13,3
4239,84,81,25,5,54,4
4240,17,32,69,33,12,7
4241,40,68,25,80,42,2
4242,1,73,53,45,3,6
4243,59,38,79,95,26,5
4244,46,47,65,18,19,3
4245,45,73,60,2,1,3
4246,26,5,22,53,11,5
4247,8,17,46,33,39,4
4248,3,63,95,12,46,5
4249,87,48,54,30,45,7
4250,1,45,12,47,60,5
4251,59,38,94,49,81,5
4252,14,38,67,30,62,5
4253,86,11,38,12,22,7
4254,31,39,58,1,68,7
4255,34,95,40,52,17,4
4256,6,75,26,49,88,3
4257,23,86,51,13,6,7
4258,56,80,54,1,27,6
4259,53,47,57,73,4,4
4260,77,21,10,59,56,5
4261,8,39,30,31,33,3
4262,75,66,82,10,11,5
4263,87,78,96,95,68,3
4264,1,66,39,82,97,5
4265,28,56,51,68,67,4
4266,28,59,67,60,5,7
4267,60,12,45,98,10,4
4268,25,39,67,11,14,3
4269,33,95,76,1,67,4
4270,34,66,13,48,12,5
4271,41,53,82,66,16,3
4272,4,41,89,1,25,4
4273,5,22,91,61,80,3
4274,4,54,32,12,85,5
4275,21,31,1,20,12,4
4276,26,36,95,5,22,3
4277,75,29,45,41,5,4
4278,1,31,67,19,96,7
4279,1,33,21,13,47,5
4280,41,15,38,53,82,6
4281,18,17,46,19,54,4
4282,39,5,12,18,53,5
4283,8,1,54,61,78,4
4284,39,34,90,91,54,6
4285,1,4,20,42,25,3
4286,45,89,96,16,31,4
4287,80,4,82,45,16,6
4288,40,51,7,79,30,2
4289,17,11,38,72,12,6
4290,32,13,89,87,18,7
4291,11,73,38,1,89,2
4292,66,81,26,8,99,2
4293,58,7,53,52,10,4
4294,5,11,32,73,10,3
4295,19,31,75,80,49,2
4296,75,39,53,98,8,6
4297,88,56,40,27,16,5
4298,53,1,58,3,74,6
4299,35,75,60,12,49,3
4300,87,66,9,91,65,7
4301,5,47,1,59,73,5
4302,1,24,29,53,87,8
4303,81,35,20,38,54,7
4304,13,39,40,16,87,4
4305,74,25,1,39,5,5
4306,95,10,52,74,19,5
4307,20,87,1,44,94,2
4308,19,40,31,24,26,3
4309,5,67,40,1,14,5
4310,10,66,32,81,98,6
4311,20,75,1,21,35,5
4312,26,86,51,44,66,8
4313,31,87,10,79,85,6
4314,12,18,56,13,96,5
4315,66,56,19,54,26,2
4316,1,96,57,46,54,2
4317,31,53,39,1,54,4
4318,1,35,40,94,82,4
4319,16,13,50,39,3,4
4320,12,60,4,8,55,5
4321,39,66,88,17,6,7
4322,26,4,74,28,50,5
4323,69,58,66,87,35,4
4324,40,18,94,74,45,7
4325,40,33,80,24,94,5
4326,42,52,58,24,13,4
4327,33,10,24,1,16,4
4328,3,95,40,45,19,4
4329,10,44,45,39,66,6
4330,45,33,8,38,44,2
4331,11,31,35,74,24,5
4332,7,13,25,88,1,4
4333,99,46,58,3,12,2
4334,11,28,19,2,40,5
4335,32,57,38,39,26,5
4336,81,28,46,21,24,5
4337,28,46,88,40,94,8
4338,25,22,13,1,26,5
4339,75,18,94,4,84,2
4340,27,24,75,97,34,4
4341,91,94,15,59,73,4
4342,20,47,41,56,30,3
4343,68,59,34,13,23,2
4344,74,24,31,29,52,4
4345,10,26,5,40,80,6
4346,33,13,61,74,27,5
4347,89,80,12,46,68,4
4348,46,1,21,39,59,4
4349,52,56,77,20,17,3
4350,87,49,7,5,57,7
4351,59,38,89,5,17,3
4352,6,60,84,82,67,4
4353,55,17,60,39,59,3
4354,17,5,22,3,66,4
4355,59,94,87,85,17,3
4356,60,61,87,29,18,2
4357,94,60,1,32,12,3
4358,12,50,25,1,39,4
4359,1,49,71,18,9,5
4360,74,48,15,59,96,2
4361,24,12,53,87,33,4
4362,38,12,39,10,1,4
4363,84,20,60,87,73,3
4364,21,7,17,13,60,4
4365,30,54,3,4,80,3
4366,87,1,74,7,10,3
4367,1,3,38,92,61,4
4368,66,1,60,67,20,7
4369,74,19,1,29,33,3
4370,12,71,10,79,52,7
4371,53,19,5,25,48,3
4372,45,26,7,17,50,2
4373,45,1,59,94,48,5
4374,89,12,57,13,3,3
4375,15,48,47,98,59,4
4376,36,65,60,89,1,6
4377,18,87,1,60,41,5
4378,22,26,50,28,96,4
4379,39,47,20,6,3,2
4380,61,68,44,1,36,3
4381,47,28,33,19,25,5
4382,95,68,38,88,1,4
4383,48,1,83,59,61,8
4384,21,18,1,66,44,3
4385,51,11,25,7,89,5
4386,82,30,60,37,66,3
4387,17,33,21,96,73,2
4388,40,1,61,83,74,4
4389,52,35,13,77,94,4
4390,22,26,3,9,40,5
4391,19,9,58,50,88,4
4392,25,13,89,61,40,3
4393,31,95,14,1,46,5
4394,43,3,46,44,13,2
4395,19,94,40,1,22,5
4396,13,7,16,45,15,6
4397,1,75,22,31,13,3
4398,29,47,83,32,80,6
4399,3,67,61,8,68,4
4400,52,68,39,4,38,5
4401,17,39,1,94,75,4
4402,86,51,55,95,18,3
4403,19,30,60,3,96,6
4404,10,8,51,93,96,4
4405,40,1,62,47,60,2
4406,54,1,95,4,69,3
4407,25,45,6,18,16,3
4408,17,87,64,6,34,5
4409,1,81,39,24,32,4
4410,95,38,25,21,1,6
4411,31,60,89,68,28,2
4412,91,5,17,89,47,2
4413,82,10,51,40,32,3
4414,81,17,37,1,94,7
4415,17,11,29,40,2,5
4416,30,46,33,17,43,8
4417,8,19,38,37,53,3
4418,41,17,11,46,32,5
4419,11,22,80,75,7,4
4420,33,14,47,96,35,6
4421,26,30,1,70,3,4
4422,69,32,47,61,18,2
4423,86,61,54,70,39,3
4424,1,96,88,13,53,3
4425,79,3,33,38,81,4
4426,94,1,73,5,47,4
4427,14,33,58,39,1,5
4428,9,89,82,1,60,4
4429,83,19,29,59,89,5
4430,96,1,46,9,74,4
4431,67,68,30,88,19,4
4432,87,1,95,45,8,4
4433,16,89,20,5,52,2
4434,66,44,43,67,59,3
4435,52,74,3,32,46,4
4436,75,11,74,88,5,3
4437,67,47,60,63,94,2
4438,46,39,43,95,10,4
4439,88,1,62,66,30,6
4440,40,39,41,75,73,5
4441,75,61,17,32,47,3
4442,72,86,16,1,5,4
4443,52,24,12,1,34,4
4444,45,11,15,87,18,5
4445,40,12,1,53,17,4
4446,1,31,91,5,87,6
4447,32,46,1,15,80,5
4448,33,2,38,93,44,4
4449,47,11,54,40,95,3
4450,4,87,46,56,74,6
4451,45,73,17,24,89,2
4452,10,50,17,18,1,4
4453,92,2,89,1,33,4
4454,1,84,17,60,27,4
4455,5,11,7,1,61,5
4456,80,92,45,3,23,5
4457,94,10,75,18,1,4
4458,5,50,32,45,46,5
4459,20,38,33,60,63,4
4460,59,14,66,38,30,3
4461,11,54,12,1,10,2
4462,28,99,61,29,24,2
4463,31,29,1,38,15,5
4464,94,1,3,25,12,5
4465,80,1,8,6,25,4
4466,38,21,4,49,56,2
4467,96,25,32,2,71,5
4468,88,19,73,83,39,7
4469,15,66,75,17,47,4
4470,35,94,66,79,59,4
4471,40,75,15,87,53,7
4472,19,1,94,54,45,5
4473,80,69,12,19,33,5
4474,3,26,54,1,66,6
4475,3,11,1,36,87,4
4476,14,40,19,17,15,2
4477,45,35,52,64,2,2
4478,73,21,59,15,67,5
4479,25,23,41,95,24,3
4480,39,59,36,24,94,4
4481,19,81,47,23,1,5
4482,54,19,13,3,16,4
4483,88,12,50,75,66,6
4484,48,15,54,1,68,4
4485,18,86,47,82,12,5
4486,66,75,45,23,3,5
4487,45,11,66,43,19,4
4488,13,25,1,66,3,3
4489,42,4,56,11,48,4
4490,70,80,25,54,43,7
4491,35,48,89,1,79,2
4492,48,21,38,19,40,4
4493,56,33,27,11,17,4
4494,27,22,67,50,41,6
4495,55,65,1,66,33,5
4496,1,31,36,18,74,5
4497,57,54,10,33,61,4
4498,30,49,57,52,13,4
4499,5,87,1,46,11,2
4500,1,8,18,87,58,5
4501,47,49,26,82,67,3
4502,48,21,95,26,94,5
4503,4,33,1,18,38,4
4504,56,17,11,28,22,3
4505,74,68,86,60,3,4
4506,68,48,75,52,1,5
4507,31,30,1,80,10,4
4508,89,1,68,61,8,5
4509,1,28,27,88,87,8
4510,11,66,26,49,21,5
4511,7,45,95,67,80,4
4512,54,38,1,59,28,4
4513,92,75,65,31,54,5
4514,95,40,74,22,1,3
4515,5,47,33,25,12,2
4516,38,55,26,32,54,5
4517,22,31,74,38,30,3
4518,45,19,49,41,3,8
4519,5,47,18,87,1,6
4520,10,24,14,48,81,2
4521,9,70,16,11,7,7
4522,91,8,61,93,22,3
4523,88,47,80,38,81,6
4524,29,11,12,50,54,4
4525,59,81,66,68,12,2
4526,74,15,31,1,89,3
4527,3,79,82,88,5,6
4528,66,87,45,4,31,2
4529,45,53,86,96,23,5
4530,81,50,1,11,99,4
4531,95,4,9,3,56,3
4532,16,30,94,88,21,2
4533,82,73,29,2,22,4
4534,44,88,74,39,24,3
4535,16,38,45,60,93,6
4536,9,53,73,1,60,6
4537,66,8,96,19,1,2
4538,45,4,11,61,73,5
4539,48,40,24,45,62,7
4540,54,38,81,52,24,3
4541,54,14,1,40,4,2
4542,66,95,6,28,31,4
4543,12,72,87,66,75,8
4544,73,30,74,40,66,4
4545,46,16,68,40,1,3
4546,11,39,22,87,74,2
4547,47,78,55,38,80,5
4548,14,1,25,59,11,4
4549,45,61,31,65,1,7
4550,85,12,52,83,47,4
4551,38,1,8,18,27,2
4552,21,18,61,57,14,2
4553,11,1,74,66,6,3
4554,71,75,49,36,38,6
4555,1,32,15,66,48,6
4556,95,53,26,11,32,5
4557,89,82,6,25,91,4
4558,4,18,38,59,57,2
4559,9,26,64,59,88,4
4560,3,33,1,27,95,3
4561,11,44,31,83,1,8
4562,17,15,31,40,23,5
4563,59,26,33,19,52,4
4564,87,61,1,11,18,2
4565,3,31,66,1,80,4
4566,26,42,81,66,54,4
4567,12,54,34,11,1,4
4568,66,56,80,9,22,2
4569,1,91,10,77,6,3
4570,61,5,52,87,82,2
4571,96,10,8,32,60,3
4572,41,8,84,61,20,3
4573,57,25,59,94,82,4
4574,38,87,7,39,25,4
4575,12,68,81,73,11,5
4576,74,10,68,8,1,2
4577,48,87,38,29,1,7
4578,99,17,94,24,1,4
4579,97,6,41,60,16,2
4580,93,22,38,18,95,2
4581,12,38,31,1,68,2
4582,1,17,59,32,6,2
4583,12,75,17,11,51,2
4584,38,68,90,94,6,3
4585,31,1,33,7,11,4
4586,86,46,57,6,70,4
4587,4,19,45,81,68,3
4588,11,95,19,27,13,2
4589,94,24,38,59,21,4
4590,1,81,96,86,46,2
4591,1,4,47,96,82,5
4592,27,6,80,25,5,3
4593,50,54,1,52,96,6
4594,17,13,80,24,3,5
4595,1,3,37,28,5,4
4596,12,91,38,96,86,6
4597,82,54,26,1,20,5
4598,47,74,61,31,23,8
4599,1,53,46,96,33,5
4600,16,32,73,38,1,5
4601,6,8,74,13,81,5
4602,82,1,61,11,45,4
4603,19,24,39,68,34,6
4604,45,75,1,78,74,3
4605,38,1,25,6,18,5
4606,77,89,61,75,59,3
4607,54,31,47,24,17,5
4608,95,66,46,15,31,4
4609,6,81,53,32,45,3
4610,78,73,44,2,12,5
4611,61,87,21,3,52,6
4612,27,11,32,9,96,4
4613,12,27,1,70,50,3
4614,1,86,25,38,40,4
4615,14,80,17,88,57,4
4616,66,90,47,43,53,3
4617,52,19,38,87,21,4
4618,25,67,38,66,96,2
4619,68,27,85,82,86,4
4620,88,31,43,54,60,3
4621,82,1,19,20,38,4
4622,55,35,32,5,10,4
4623,68,96,17,5,59,3
4624,11,88,79,4,10,7
4625,25,10,66,1,59,3
4626,80,24,26,11,4,6
4627,3,10,59,66,82,5
4628,40,82,21,61,59,5
4629,100,59,57,29,69,6
4630,22,19,66,10,61,4
4631,1,31,4,89,80,4
4632,66,54,53,13,46,5
4633,53,50,58,11,61,2
4634,1,4,51,65,39,3
4635,18,96,66,32,74,3
4636,26,99,32,51,42,4
4637,4,24,30,46,12,5
4638,1,62,25,4,5,5
4639,82,71,81,70,4,2
4640,75,5,26,81,38,4
4641,52,4,78,82,45,6
4642,6,3,14,53,87,3
4643,51,80,32,23,2,4
4644,46,1,23,16,94,4
4645,31,5,19,25,87,2
4646,89,78,24,1,100,4
4647,35,39,1,6,53,2
4648,10,47,7,98,33,5
4649,21,38,68,7,23,4
4650,1,52,26,100,67,4
4651,35,3,53,32,29,3
4652,2,40,67,61,1,4
4653,21,54,26,66,1,6
4654,33,28,69,74,42,6
4655,33,18,94,52,26,5
4656,95,17,38,7,3,2
4657,66,41,59,17,19,2
4658,28,64,68,96,48,7
4659,32,28,45,25,66,6
4660,31,1,38,53,3,6
4661,66,53,26,74,10,4
4662,18,1,40,37,73,7
4663,75,17,12,50,49,4
4664,45,89,96,1,33,4
4665,11,43,45,24,98,5
4666,60,8,26,93,3,2
4667,40,89,56,53,3,5
4668,22,14,53,1,75,5
4669,54,24,37,9,81,6
4670,1,53,94,54,3,5
4671,6,17,15,60,35,4
4672,95,60,57,94,1,4
4673,17,9,53,8,50,3
4674,10,67,69,47,46,3
4675,43,52,36,88,12,7
4676,78,38,11,15,3,4
4677,13,22,43,66,28,4
4678,19,15,17,6,11,2
4679,1,87,94,46,67,5
4680,31,51,87,81,11,4
4681,25,86,2,67,35,4
4682,13,99,5,45,31,2
4683,96,41,88,46,80,7
4684,36,95,17,59,89,5
4685,17,10,16,87,85,4
4686,24,80,32,5,26,5
4687,19,25,40,27,5,5
4688,15,61,68,66,20,5
4689,7,36,1,20,39,3
4690,38,67,30,1,46,4
4691,82,81,61,68,77,7
4692,20,95,55,26,1,4
4693,58,46,85,9,94,5
4694,33,68,95,9,94,3
4695,88,15,24,41,4,4
4696,1,50,8,74,7,6
4697,89,38,25,29,42,4
4698,54,13,3,38,53,3
4699,79,27,53,94,33,7
4700,95,3,32,48,8,4
4701,31,11,15,35,2,6
4702,95,4,86,89,17,4
4703,33,66,23,79,5,3
4704,1,7,41,12,68,7
4705,23,89,36,7,26,7
4706,2,39,13,94,10,3
4707,47,19,74,17,5,4
4708,13,68,55,81,96,7
4709,38,28,9,61,59,4
4710,32,61,10,27,96,3
4711,51,56,12,9,45,5
4712,33,2,68,44,61,4
4713,12,5,16,58,61,5
4714,15,93,81,8,12,5
4715,38,94,14,80,51,7
4716,1,45,60,8,75,3
4717,21,54,11,1,95,5
4718,52,16,38,47,60,3
